,level_0,src_id,station_na,station_fi,historic_c,station_la,station_lo,station_el,first_year,last_year,raster_id,geometry,computed_height,difference_height,slope_steepness,abs_slope_steepness,dir_slope_steepness
31,31,00315,BOULMER,boulmer,northumberland,55.421,-1.601,23,1988,2020,4,"POLYGON ((-1.576 55.421, -1.576120381833195 55.41854957149176, -1.5764803679899193 55.41612274194959, -1.5770764916066948 55.413742883068636, -1.577903011687218 55.411432914190875, -1.5789519683912911 55.40921508157935, -1.5802132596924363 55.40711074417451, -1.5816747386659316 55.40514016789591, -1.5833223304703363 55.40332233047034, -1.585140167895909 55.40167473866593, -1.5871107441745098 55.400213259692435, -1.58921508157935 55.39895196839129, -1.5914329141908727 55.39790301168722, -1.5937428830686384 55.3970764916067, -1.5961227419495967 55.396480367989916, -1.598549571491761 55.39612038183319, -1.601 55.396, -1.603450428508239 55.39612038183319, -1.6058772580504033 55.396480367989916, -1.6082571169313615 55.3970764916067, -1.6105670858091272 55.39790301168722, -1.61278491842065 55.39895196839129, -1.61488925582549 55.400213259692435, -1.616859832104091 55.40167473866593, -1.6186776695296636 55.40332233047034, -1.6203252613340684 55.40514016789591, -1.6217867403075636 55.40711074417451, -1.6230480316087088 55.40921508157935, -1.624096988312782 55.411432914190875, -1.6249235083933051 55.413742883068636, -1.6255196320100807 55.41612274194959, -1.625879618166805 55.41854957149176, -1.626 55.421, -1.625879618166805 55.42345042850824, -1.6255196320100807 55.425877258050406, -1.6249235083933051 55.42825711693136, -1.624096988312782 55.43056708580912, -1.6230480316087088 55.43278491842065, -1.6217867403075636 55.43488925582549, -1.6203252613340684 55.43685983210409, -1.6186776695296636 55.43867766952966, -1.6168598321040912 55.44032526133407, -1.61488925582549 55.44178674030756, -1.61278491842065 55.44304803160871, -1.6105670858091272 55.44409698831278, -1.6082571169313615 55.4449235083933, -1.6058772580504033 55.44551963201008, -1.603450428508239 55.445879618166806, -1.601 55.446, -1.598549571491761 55.445879618166806, -1.5961227419495967 55.44551963201008, -1.5937428830686384 55.4449235083933, -1.5914329141908727 55.44409698831278, -1.58921508157935 55.44304803160871, -1.58711074417451 55.44178674030756, -1.585140167895909 55.44032526133407, -1.5833223304703363 55.43867766952966, -1.5816747386659316 55.43685983210409, -1.5802132596924363 55.43488925582549, -1.5789519683912911 55.43278491842065, -1.577903011687218 55.43056708580912, -1.5770764916066948 55.42825711693136, -1.5764803679899193 55.425877258050406, -1.576120381833195 55.42345042850824, -1.576 55.421))",23,0,1.9,1.9,nw-se
32,32,00326,DURHAM,durham,durham,54.768,-1.586,102,1997,2020,1,"POLYGON ((-1.5610000000000002 54.768, -1.5611203818331951 54.76554957149176, -1.5614803679899194 54.763122741949594, -1.562076491606695 54.76074288306864, -1.562903011687218 54.75843291419088, -1.5639519683912912 54.75621508157935, -1.5652132596924364 54.75411074417451, -1.5666747386659317 54.75214016789591, -1.5683223304703364 54.75032233047034, -1.570140167895909 54.74867473866593, -1.57211074417451 54.74721325969244, -1.57421508157935 54.74595196839129, -1.5764329141908728 54.74490301168722, -1.5787428830686385 54.7440764916067, -1.5811227419495968 54.74348036798992, -1.5835495714917611 54.743120381833194, -1.586 54.743, -1.588450428508239 54.743120381833194, -1.5908772580504034 54.74348036798992, -1.5932571169313616 54.7440764916067, -1.5955670858091273 54.74490301168722, -1.59778491842065 54.74595196839129, -1.59988925582549 54.74721325969244, -1.601859832104091 54.74867473866593, -1.6036776695296637 54.75032233047034, -1.6053252613340685 54.75214016789591, -1.6067867403075637 54.75411074417451, -1.608048031608709 54.75621508157935, -1.6090969883127821 54.75843291419088, -1.6099235083933052 54.76074288306864, -1.6105196320100807 54.763122741949594, -1.610879618166805 54.76554957149176, -1.611 54.768, -1.610879618166805 54.77045042850824, -1.6105196320100807 54.77287725805041, -1.6099235083933052 54.775257116931364, -1.6090969883127824 54.777567085809125, -1.608048031608709 54.77978491842065, -1.6067867403075637 54.78188925582549, -1.6053252613340685 54.78385983210409, -1.6036776695296637 54.78567766952966, -1.6018598321040913 54.78732526133407, -1.5998892558254902 54.788786740307565, -1.59778491842065 54.79004803160871, -1.5955670858091273 54.79109698831278, -1.5932571169313616 54.7919235083933, -1.5908772580504034 54.792519632010084, -1.588450428508239 54.79287961816681, -1.586 54.793, -1.5835495714917611 54.79287961816681, -1.5811227419495968 54.792519632010084, -1.5787428830686385 54.7919235083933, -1.5764329141908728 54.79109698831278, -1.57421508157935 54.79004803160871, -1.5721107441745101 54.788786740307565, -1.570140167895909 54.78732526133407, -1.5683223304703364 54.78567766952966, -1.5666747386659317 54.78385983210409, -1.5652132596924364 54.78188925582549, -1.5639519683912912 54.77978491842065, -1.562903011687218 54.777567085809125, -1.562076491606695 54.775257116931364, -1.5614803679899194 54.77287725805041, -1.5611203818331951 54.77045042850824, -1.5610000000000002 54.768))",97,5,-6.03,6.03,ne-sw
33,33,00339,BAINBRIDGE,bainbridge,north-yorkshire,54.308,-2.101,210,2010,2020,1,"POLYGON ((-2.076 54.308, -2.0761203818331952 54.30554957149176, -2.076480367989919 54.30312274194959, -2.077076491606695 54.30074288306864, -2.077903011687218 54.298432914190876, -2.078951968391291 54.29621508157935, -2.0802132596924365 54.29411074417451, -2.0816747386659316 54.29214016789591, -2.0833223304703363 54.29032233047034, -2.0851401678959087 54.28867473866593, -2.08711074417451 54.287213259692436, -2.08921508157935 54.28595196839129, -2.0914329141908725 54.28490301168722, -2.0937428830686384 54.2840764916067, -2.0961227419495967 54.28348036798992, -2.098549571491761 54.28312038183319, -2.101 54.283, -2.103450428508239 54.28312038183319, -2.1058772580504033 54.28348036798992, -2.1082571169313615 54.2840764916067, -2.1105670858091274 54.28490301168722, -2.1127849184206497 54.28595196839129, -2.11488925582549 54.287213259692436, -2.1168598321040912 54.28867473866593, -2.1186776695296636 54.29032233047034, -2.1203252613340684 54.29214016789591, -2.1217867403075634 54.29411074417451, -2.123048031608709 54.29621508157935, -2.124096988312782 54.298432914190876, -2.124923508393305 54.30074288306864, -2.125519632010081 54.30312274194959, -2.1258796181668047 54.30554957149176, -2.126 54.308, -2.1258796181668047 54.31045042850824, -2.125519632010081 54.312877258050406, -2.124923508393305 54.31525711693136, -2.124096988312782 54.317567085809124, -2.123048031608709 54.31978491842065, -2.1217867403075634 54.32188925582549, -2.1203252613340684 54.32385983210409, -2.1186776695296636 54.32567766952966, -2.1168598321040912 54.32732526133407, -2.11488925582549 54.328786740307564, -2.1127849184206497 54.33004803160871, -2.1105670858091274 54.33109698831278, -2.1082571169313615 54.3319235083933, -2.1058772580504033 54.33251963201008, -2.103450428508239 54.33287961816681, -2.101 54.333, -2.098549571491761 54.33287961816681, -2.0961227419495967 54.33251963201008, -2.0937428830686384 54.3319235083933, -2.0914329141908725 54.33109698831278, -2.08921508157935 54.33004803160871, -2.08711074417451 54.328786740307564, -2.0851401678959087 54.32732526133407, -2.0833223304703363 54.32567766952966, -2.0816747386659316 54.32385983210409, -2.0802132596924365 54.32188925582549, -2.078951968391291 54.31978491842065, -2.077903011687218 54.317567085809124, -2.077076491606695 54.31525711693136, -2.076480367989919 54.312877258050406, -2.0761203818331952 54.31045042850824, -2.076 54.308))",217,7,-11.11,11.11,nw-se
34,34,16725,WAINFLEET NO 2,wainfleet-no-2,lincolnshire,53.088,0.271,3,1996,2020,0,"POLYGON ((0.296 53.088, 0.295879618166805 53.08554957149176, 0.2955196320100808 53.083122741949595, 0.2949235083933052 53.08074288306864, 0.2940969883127822 53.07843291419088, 0.2930480316087089 53.07621508157935, 0.2917867403075636 53.07411074417451, 0.2903252613340684 53.07214016789591, 0.2886776695296637 53.07032233047034, 0.2868598321040912 53.06867473866593, 0.2848892558254901 53.06721325969244, 0.28278491842065 53.06595196839129, 0.2805670858091273 53.06490301168722, 0.2782571169313616 53.0640764916067, 0.2758772580504032 53.06348036798992, 0.273450428508239 53.063120381833194, 0.271 53.063, 0.268549571491761 53.063120381833194, 0.2661227419495968 53.06348036798992, 0.2637428830686385 53.0640764916067, 0.2614329141908728 53.06490301168722, 0.2592150815793501 53.06595196839129, 0.25711074417451 53.06721325969244, 0.2551401678959089 53.06867473866593, 0.2533223304703363 53.07032233047034, 0.2516747386659316 53.07214016789591, 0.2502132596924364 53.07411074417451, 0.2489519683912911 53.07621508157935, 0.2479030116872178 53.07843291419088, 0.2470764916066948 53.08074288306864, 0.2464803679899193 53.083122741949595, 0.2461203818331951 53.08554957149176, 0.246 53.088, 0.2461203818331951 53.09045042850824, 0.2464803679899193 53.09287725805041, 0.2470764916066948 53.095257116931364, 0.2479030116872178 53.097567085809125, 0.2489519683912911 53.09978491842065, 0.2502132596924364 53.10188925582549, 0.2516747386659316 53.10385983210409, 0.2533223304703363 53.10567766952966, 0.2551401678959089 53.10732526133407, 0.25711074417451 53.108786740307565, 0.2592150815793501 53.11004803160871, 0.2614329141908728 53.11109698831278, 0.2637428830686385 53.1119235083933, 0.2661227419495968 53.112519632010084, 0.268549571491761 53.11287961816681, 0.271 53.113, 0.273450428508239 53.11287961816681, 0.2758772580504032 53.112519632010084, 0.2782571169313616 53.1119235083933, 0.2805670858091273 53.11109698831278, 0.28278491842065 53.11004803160871, 0.2848892558254901 53.108786740307565, 0.2868598321040912 53.10732526133407, 0.2886776695296637 53.10567766952966, 0.2903252613340684 53.10385983210409, 0.2917867403075636 53.10188925582549, 0.2930480316087089 53.09978491842065, 0.2940969883127822 53.097567085809125, 0.2949235083933052 53.095257116931364, 0.2955196320100808 53.09287725805041, 0.295879618166805 53.09045042850824, 0.296 53.088))",3,0,0.2,0.2,ew
35,35,00358,FYLINGDALES,fylingdales,north-yorkshire,54.359,-0.672,262,1984,2020,1,"POLYGON ((-0.647 54.359, -0.6471203818331951 54.35654957149176, -0.6474803679899193 54.354122741949595, -0.6480764916066948 54.35174288306864, -0.6489030116872179 54.34943291419088, -0.6499519683912912 54.34721508157935, -0.6512132596924364 54.34511074417451, -0.6526747386659316 54.34314016789591, -0.6543223304703364 54.34132233047034, -0.6561401678959089 54.339674738665934, -0.65811074417451 54.33821325969244, -0.66021508157935 54.33695196839129, -0.6624329141908728 54.33590301168722, -0.6647428830686385 54.3350764916067, -0.6671227419495969 54.33448036798992, -0.669549571491761 54.334120381833195, -0.672 54.334, -0.6744504285082391 54.334120381833195, -0.6768772580504032 54.33448036798992, -0.6792571169313616 54.3350764916067, -0.6815670858091273 54.33590301168722, -0.68378491842065 54.33695196839129, -0.6858892558254901 54.33821325969244, -0.6878598321040912 54.339674738665934, -0.6896776695296637 54.34132233047034, -0.6913252613340685 54.34314016789591, -0.6927867403075637 54.34511074417451, -0.6940480316087089 54.34721508157935, -0.6950969883127822 54.34943291419088, -0.6959235083933053 54.35174288306864, -0.6965196320100808 54.354122741949595, -0.696879618166805 54.35654957149176, -0.6970000000000001 54.359, -0.696879618166805 54.36145042850824, -0.6965196320100808 54.36387725805041, -0.6959235083933053 54.366257116931365, -0.6950969883127822 54.368567085809126, -0.6940480316087089 54.370784918420654, -0.6927867403075637 54.37288925582549, -0.6913252613340685 54.37485983210409, -0.6896776695296637 54.37667766952966, -0.6878598321040912 54.37832526133407, -0.6858892558254901 54.379786740307566, -0.68378491842065 54.381048031608714, -0.6815670858091273 54.38209698831278, -0.6792571169313616 54.382923508393304, -0.6768772580504032 54.383519632010085, -0.6744504285082391 54.38387961816681, -0.672 54.384, -0.6695495714917611 54.38387961816681, -0.6671227419495969 54.383519632010085, -0.6647428830686385 54.382923508393304, -0.6624329141908728 54.38209698831278, -0.66021508157935 54.381048031608714, -0.65811074417451 54.379786740307566, -0.6561401678959089 54.37832526133407, -0.6543223304703364 54.37667766952966, -0.6526747386659316 54.37485983210409, -0.6512132596924364 54.37288925582549, -0.6499519683912912 54.370784918420654, -0.6489030116872179 54.368567085809126, -0.6480764916066948 54.366257116931365, -0.6474803679899193 54.36387725805041, -0.6471203818331951 54.36145042850824, -0.647 54.359))",260,2,-1.24,1.24,nw-se
36,36,00360,SCARBOROUGH,scarborough,north-yorkshire,54.273,-0.423,110,2010,2020,1,"POLYGON ((-0.398 54.273, -0.3981203818331951 54.27054957149176, -0.3984803679899192 54.2681227419496, -0.3990764916066948 54.26574288306864, -0.3999030116872178 54.26343291419088, -0.4009519683912911 54.26121508157935, -0.4022132596924364 54.259110744174514, -0.4036747386659316 54.25714016789591, -0.4053223304703363 54.25532233047034, -0.4071401678959088 54.253674738665936, -0.4091107441745099 54.25221325969244, -0.41121508157935 54.25095196839129, -0.4134329141908728 54.24990301168722, -0.4157428830686384 54.2490764916067, -0.4181227419495968 54.24848036798992, -0.420549571491761 54.248120381833196, -0.423 54.248000000000005, -0.425450428508239 54.248120381833196, -0.4278772580504032 54.24848036798992, -0.4302571169313615 54.2490764916067, -0.4325670858091272 54.24990301168722, -0.4347849184206499 54.25095196839129, -0.43688925582549 54.25221325969244, -0.4388598321040911 54.253674738665936, -0.4406776695296637 54.25532233047034, -0.4423252613340684 54.25714016789591, -0.4437867403075636 54.259110744174514, -0.4450480316087089 54.26121508157935, -0.4460969883127822 54.26343291419088, -0.4469235083933052 54.26574288306864, -0.4475196320100808 54.2681227419496, -0.4478796181668049 54.27054957149176, -0.448 54.273, -0.4478796181668049 54.27545042850824, -0.4475196320100808 54.27787725805041, -0.4469235083933052 54.28025711693137, -0.4460969883127822 54.28256708580913, -0.4450480316087089 54.284784918420655, -0.4437867403075636 54.28688925582549, -0.4423252613340684 54.288859832104094, -0.4406776695296637 54.290677669529664, -0.4388598321040911 54.29232526133407, -0.43688925582549 54.29378674030757, -0.4347849184206499 54.295048031608715, -0.4325670858091272 54.29609698831278, -0.4302571169313615 54.296923508393306, -0.4278772580504032 54.297519632010086, -0.425450428508239 54.29787961816681, -0.423 54.298, -0.420549571491761 54.29787961816681, -0.4181227419495968 54.297519632010086, -0.4157428830686384 54.296923508393306, -0.4134329141908728 54.29609698831278, -0.41121508157935 54.295048031608715, -0.4091107441745099 54.29378674030757, -0.4071401678959088 54.29232526133407, -0.4053223304703363 54.290677669529664, -0.4036747386659316 54.288859832104094, -0.4022132596924364 54.28688925582549, -0.4009519683912911 54.284784918420655, -0.3999030116872178 54.28256708580913, -0.3990764916066948 54.28025711693137, -0.3984803679899192 54.27787725805041, -0.3981203818331951 54.27545042850824, -0.398 54.273))",104,6,-6.37,6.37,ne-sw
37,37,00367,HIGH MOWTHORPE,high-mowthorpe,north-yorkshire,54.105,-0.643,175,2009,2020,1,"POLYGON ((-0.618 54.105, -0.6181203818331951 54.10254957149176, -0.6184803679899192 54.10012274194959, -0.6190764916066948 54.09774288306863, -0.6199030116872178 54.09543291419087, -0.6209519683912912 54.093215081579345, -0.6222132596924363 54.09111074417451, -0.6236747386659316 54.089140167895906, -0.6253223304703364 54.087322330470336, -0.6271401678959089 54.08567473866593, -0.62911074417451 54.08421325969243, -0.63121508157935 54.082951968391285, -0.6334329141908728 54.08190301168722, -0.6357428830686385 54.081076491606694, -0.6381227419495968 54.080480367989914, -0.640549571491761 54.08012038183319, -0.643 54.08, -0.6454504285082391 54.08012038183319, -0.6478772580504032 54.080480367989914, -0.6502571169313616 54.081076491606694, -0.6525670858091273 54.08190301168722, -0.65478491842065 54.082951968391285, -0.6568892558254901 54.08421325969243, -0.6588598321040912 54.08567473866593, -0.6606776695296637 54.087322330470336, -0.6623252613340684 54.089140167895906, -0.6637867403075637 54.09111074417451, -0.6650480316087088 54.093215081579345, -0.6660969883127822 54.09543291419087, -0.6669235083933053 54.09774288306863, -0.6675196320100808 54.10012274194959, -0.667879618166805 54.10254957149176, -0.668 54.105, -0.667879618166805 54.10745042850824, -0.6675196320100808 54.1098772580504, -0.6669235083933053 54.11225711693136, -0.6660969883127822 54.11456708580912, -0.6650480316087088 54.11678491842065, -0.6637867403075637 54.118889255825486, -0.6623252613340684 54.12085983210409, -0.6606776695296637 54.12267766952966, -0.6588598321040912 54.124325261334064, -0.6568892558254901 54.12578674030756, -0.65478491842065 54.12704803160871, -0.6525670858091273 54.12809698831278, -0.6502571169313616 54.1289235083933, -0.6478772580504032 54.12951963201008, -0.6454504285082391 54.129879618166804, -0.643 54.129999999999995, -0.6405495714917611 54.129879618166804, -0.6381227419495968 54.12951963201008, -0.6357428830686385 54.1289235083933, -0.6334329141908728 54.12809698831278, -0.63121508157935 54.12704803160871, -0.62911074417451 54.12578674030756, -0.6271401678959089 54.124325261334064, -0.6253223304703364 54.12267766952966, -0.6236747386659316 54.12085983210409, -0.6222132596924363 54.118889255825486, -0.6209519683912912 54.11678491842065, -0.6199030116872178 54.11456708580912, -0.6190764916066948 54.11225711693136, -0.6184803679899192 54.1098772580504, -0.6181203818331951 54.10745042850824, -0.618 54.105))",175,0,1.43,1.43,nw-se
38,38,00370,LECONFIELD,leconfield,humberside,53.875,-0.442,7,1992,2020,1,"POLYGON ((-0.417 53.875, -0.4171203818331951 53.87254957149176, -0.4174803679899192 53.870122741949594, -0.4180764916066948 53.86774288306864, -0.4189030116872178 53.865432914190876, -0.4199519683912911 53.86321508157935, -0.4212132596924364 53.86111074417451, -0.4226747386659316 53.85914016789591, -0.4243223304703363 53.85732233047034, -0.4261401678959089 53.85567473866593, -0.42811074417451 53.854213259692436, -0.4302150815793501 53.85295196839129, -0.4324329141908728 53.85190301168722, -0.4347428830686384 53.8510764916067, -0.4371227419495968 53.85048036798992, -0.439549571491761 53.85012038183319, -0.442 53.85, -0.444450428508239 53.85012038183319, -0.4468772580504032 53.85048036798992, -0.4492571169313616 53.8510764916067, -0.4515670858091272 53.85190301168722, -0.4537849184206499 53.85295196839129, -0.4558892558254901 53.854213259692436, -0.4578598321040912 53.85567473866593, -0.4596776695296637 53.85732233047034, -0.4613252613340684 53.85914016789591, -0.4627867403075636 53.86111074417451, -0.4640480316087089 53.86321508157935, -0.4650969883127822 53.865432914190876, -0.4659235083933052 53.86774288306864, -0.4665196320100808 53.870122741949594, -0.4668796181668049 53.87254957149176, -0.467 53.875, -0.4668796181668049 53.87745042850824, -0.4665196320100808 53.879877258050406, -0.4659235083933052 53.88225711693136, -0.4650969883127822 53.884567085809124, -0.4640480316087089 53.88678491842065, -0.4627867403075636 53.88888925582549, -0.4613252613340684 53.89085983210409, -0.4596776695296637 53.89267766952966, -0.4578598321040912 53.89432526133407, -0.4558892558254901 53.895786740307564, -0.4537849184206499 53.89704803160871, -0.4515670858091272 53.89809698831278, -0.4492571169313616 53.8989235083933, -0.4468772580504032 53.89951963201008, -0.444450428508239 53.89987961816681, -0.442 53.9, -0.439549571491761 53.89987961816681, -0.4371227419495968 53.89951963201008, -0.4347428830686384 53.8989235083933, -0.4324329141908728 53.89809698831278, -0.4302150815793501 53.89704803160871, -0.42811074417451 53.895786740307564, -0.4261401678959089 53.89432526133407, -0.4243223304703363 53.89267766952966, -0.4226747386659316 53.89085983210409, -0.4212132596924364 53.88888925582549, -0.4199519683912911 53.88678491842065, -0.4189030116872178 53.884567085809124, -0.4180764916066948 53.88225711693136, -0.4174803679899192 53.879877258050406, -0.4171203818331951 53.87745042850824, -0.417 53.875))",10,3,1.02,1.02,nw-se
39,39,00373,BRIDLINGTON MRSC,bridlington-mrsc,humberside,54.094,-0.176,15,1994,2020,1,"POLYGON ((-0.151 54.094, -0.1511203818331951 54.09154957149176, -0.1514803679899192 54.089122741949595, -0.1520764916066948 54.08674288306864, -0.1529030116872178 54.08443291419088, -0.1539519683912911 54.08221508157935, -0.1552132596924364 54.08011074417451, -0.1566747386659316 54.07814016789591, -0.1583223304703363 54.07632233047034, -0.1601401678959088 54.074674738665934, -0.1621107441745099 54.07321325969244, -0.16421508157935 54.07195196839129, -0.1664329141908728 54.07090301168722, -0.1687428830686384 54.0700764916067, -0.1711227419495968 54.06948036798992, -0.173549571491761 54.069120381833194, -0.176 54.069, -0.178450428508239 54.069120381833194, -0.1808772580504032 54.06948036798992, -0.1832571169313615 54.0700764916067, -0.1855670858091272 54.07090301168722, -0.1877849184206499 54.07195196839129, -0.18988925582549 54.07321325969244, -0.1918598321040911 54.074674738665934, -0.1936776695296637 54.07632233047034, -0.1953252613340684 54.07814016789591, -0.1967867403075636 54.08011074417451, -0.1980480316087089 54.08221508157935, -0.1990969883127822 54.08443291419088, -0.1999235083933052 54.08674288306864, -0.2005196320100807 54.089122741949595, -0.2008796181668049 54.09154957149176, -0.201 54.094, -0.2008796181668049 54.09645042850824, -0.2005196320100807 54.09887725805041, -0.1999235083933052 54.101257116931365, -0.1990969883127822 54.103567085809125, -0.1980480316087089 54.10578491842065, -0.1967867403075636 54.10788925582549, -0.1953252613340684 54.10985983210409, -0.1936776695296637 54.11167766952966, -0.1918598321040911 54.11332526133407, -0.18988925582549 54.114786740307565, -0.1877849184206499 54.11604803160871, -0.1855670858091273 54.11709698831278, -0.1832571169313615 54.117923508393304, -0.1808772580504032 54.118519632010084, -0.178450428508239 54.11887961816681, -0.176 54.119, -0.173549571491761 54.11887961816681, -0.1711227419495968 54.118519632010084, -0.1687428830686384 54.117923508393304, -0.1664329141908728 54.11709698831278, -0.16421508157935 54.11604803160871, -0.1621107441745099 54.114786740307565, -0.1601401678959088 54.11332526133407, -0.1583223304703363 54.11167766952966, -0.1566747386659316 54.10985983210409, -0.1552132596924364 54.10788925582549, -0.1539519683912911 54.10578491842065, -0.1529030116872178 54.103567085809125, -0.1520764916066948 54.101257116931365, -0.1514803679899192 54.09887725805041, -0.1511203818331951 54.09645042850824, -0.151 54.094))",16,1,8.1,8.1,nw-se
40,40,00381,SCAMPTON,scampton,lincolnshire,53.307,-0.548,57,1984,2020,1,"POLYGON ((-0.523 53.307, -0.5231203818331951 53.30454957149176, -0.5234803679899193 53.302122741949596, -0.5240764916066948 53.29974288306864, -0.5249030116872179 53.29743291419088, -0.5259519683912912 53.29521508157935, -0.5272132596924364 53.29311074417451, -0.5286747386659316 53.29114016789591, -0.5303223304703364 53.28932233047034, -0.5321401678959089 53.287674738665935, -0.53411074417451 53.28621325969244, -0.53621508157935 53.28495196839129, -0.5384329141908728 53.28390301168722, -0.5407428830686385 53.2830764916067, -0.5431227419495969 53.28248036798992, -0.545549571491761 53.282120381833195, -0.548 53.282000000000004, -0.5504504285082391 53.282120381833195, -0.5528772580504032 53.28248036798992, -0.5552571169313616 53.2830764916067, -0.5575670858091273 53.28390301168722, -0.55978491842065 53.28495196839129, -0.5618892558254901 53.28621325969244, -0.5638598321040912 53.287674738665935, -0.5656776695296637 53.28932233047034, -0.5673252613340685 53.29114016789591, -0.5687867403075637 53.29311074417451, -0.5700480316087089 53.29521508157935, -0.5710969883127822 53.29743291419088, -0.5719235083933053 53.29974288306864, -0.5725196320100808 53.302122741949596, -0.572879618166805 53.30454957149176, -0.5730000000000001 53.307, -0.572879618166805 53.30945042850824, -0.5725196320100808 53.31187725805041, -0.5719235083933053 53.314257116931365, -0.5710969883127822 53.316567085809126, -0.5700480316087089 53.318784918420654, -0.5687867403075637 53.32088925582549, -0.5673252613340685 53.32285983210409, -0.5656776695296637 53.32467766952966, -0.5638598321040912 53.32632526133407, -0.5618892558254901 53.327786740307566, -0.55978491842065 53.329048031608714, -0.5575670858091273 53.33009698831278, -0.5552571169313616 53.330923508393305, -0.5528772580504032 53.331519632010085, -0.5504504285082391 53.33187961816681, -0.548 53.332, -0.5455495714917611 53.33187961816681, -0.5431227419495969 53.331519632010085, -0.5407428830686385 53.330923508393305, -0.5384329141908728 53.33009698831278, -0.53621508157935 53.329048031608714, -0.53411074417451 53.327786740307566, -0.5321401678959089 53.32632526133407, -0.5303223304703364 53.32467766952966, -0.5286747386659316 53.32285983210409, -0.5272132596924364 53.32088925582549, -0.5259519683912912 53.318784918420654, -0.5249030116872179 53.316567085809126, -0.5240764916066948 53.314257116931365, -0.5234803679899193 53.31187725805041, -0.5231203818331951 53.30945042850824, -0.523 53.307))",58,1,1.0,1.0,nw-se
41,41,00382,NORMANBY HALL,normanby-hall,humberside,53.637,-0.659,47,2010,2020,1,"POLYGON ((-0.634 53.637, -0.6341203818331951 53.63454957149176, -0.6344803679899192 53.632122741949594, -0.6350764916066948 53.62974288306864, -0.6359030116872179 53.62743291419088, -0.6369519683912912 53.62521508157935, -0.6382132596924364 53.62311074417451, -0.6396747386659316 53.62114016789591, -0.6413223304703364 53.61932233047034, -0.6431401678959089 53.61767473866593, -0.64511074417451 53.61621325969244, -0.64721508157935 53.61495196839129, -0.6494329141908728 53.61390301168722, -0.6517428830686385 53.6130764916067, -0.6541227419495969 53.61248036798992, -0.656549571491761 53.61212038183319, -0.659 53.612, -0.6614504285082391 53.61212038183319, -0.6638772580504032 53.61248036798992, -0.6662571169313616 53.6130764916067, -0.6685670858091273 53.61390301168722, -0.67078491842065 53.61495196839129, -0.6728892558254901 53.61621325969244, -0.6748598321040912 53.61767473866593, -0.6766776695296637 53.61932233047034, -0.6783252613340685 53.62114016789591, -0.6797867403075637 53.62311074417451, -0.6810480316087089 53.62521508157935, -0.6820969883127822 53.62743291419088, -0.6829235083933053 53.62974288306864, -0.6835196320100808 53.632122741949594, -0.683879618166805 53.63454957149176, -0.684 53.637, -0.683879618166805 53.63945042850824, -0.6835196320100808 53.64187725805041, -0.6829235083933053 53.644257116931364, -0.6820969883127822 53.646567085809124, -0.6810480316087089 53.64878491842065, -0.6797867403075637 53.65088925582549, -0.6783252613340685 53.65285983210409, -0.6766776695296637 53.65467766952966, -0.6748598321040912 53.65632526133407, -0.6728892558254901 53.657786740307564, -0.67078491842065 53.65904803160871, -0.6685670858091273 53.66009698831278, -0.6662571169313616 53.6609235083933, -0.6638772580504032 53.661519632010084, -0.6614504285082391 53.66187961816681, -0.659 53.662, -0.6565495714917611 53.66187961816681, -0.6541227419495969 53.661519632010084, -0.6517428830686385 53.6609235083933, -0.6494329141908728 53.66009698831278, -0.64721508157935 53.65904803160871, -0.64511074417451 53.657786740307564, -0.6431401678959089 53.65632526133407, -0.6413223304703364 53.65467766952966, -0.6396747386659316 53.65285983210409, -0.6382132596924364 53.65088925582549, -0.6369519683912912 53.64878491842065, -0.6359030116872179 53.646567085809124, -0.6350764916066948 53.644257116931364, -0.6344803679899192 53.64187725805041, -0.6341203818331951 53.63945042850824, -0.634 53.637))",48,1,3.85,3.85,ew
