,level_0,src_id,station_na,station_fi,historic_c,station_la,station_lo,station_el,first_year,last_year,geometry,BASIN_ID,raster_id,rivers_in_watershed_df,closest_point_on_river,distance_closest_point_on_river,height_closest_point_on_river,diff_closest_point_on_river,abs_diff_closest_point_on_river
195,195,1055,ST BEES HEAD NO 2,st-bees-head-no-2,cumbria,54.518,-3.615,124,1992,2020,POINT (-3.615 54.518),91028,1,,,,,,
196,196,1060,KESWICK,keswick,cumbria,54.614,-3.157,81,1992,2020,POINT (-3.157 54.614),88164,1,"      index  ARCID  UP_CELLS  \
3424   3424  68150       116   
3437   3437  68334      3032   
3452   3452  68460       185   
3457   3457  68540      4461   
3458   3458  68541      3256   
3459   3459  68542       166   
3460   3460  68543      2750   
3461   3461  68544       264   
3471   3471  68617      4740   
3493   3493  68789       545   
3502   3502  68909       150   
3508   3508  68977       111   
3516   3516  69033       121   
3547   3547  69268      1028   
3548   3548  69269       153   
3549   3549  69270       547   
3557   3557  69327      2466   
3576   3576  69495      1961   
3577   3577  69496      1387   
3578   3578  69497      1189   
3599   3599  69717       416   
3600   3600  69718       652   
3618   3618  69857       196   
3631   3631  69970       209   
3637   3637  70031       190   
3686   3686  70493       471   
3699   3699  70607       366   
3700   3700  70608       395   
3720   3720  70844       180   
3739   3739  70987       187   

                                               geometry  index_right  \
3424  LINESTRING (-3.28750 54.70417, -3.29375 54.697...           82   
3437  LINESTRING (-3.23958 54.67708, -3.25208 54.689...           82   
3452  LINESTRING (-3.40417 54.67917, -3.41042 54.672...           82   
3457  LINESTRING (-3.36458 54.66458, -3.36875 54.664...           82   
3458  LINESTRING (-3.30208 54.68958, -3.32708 54.689...           82   
3459  LINESTRING (-3.27500 54.66458, -3.25208 54.664...           82   
3460  LINESTRING (-3.22708 54.66458, -3.23958 54.67708)           82   
3461  LINESTRING (-3.17917 54.68750, -3.18542 54.681...           82   
3471  LINESTRING (-3.41042 54.66875, -3.42708 54.668...           82   
3493  LINESTRING (-3.46458 54.64792, -3.46042 54.652...           82   
3502  LINESTRING (-2.98333 54.65417, -2.98958 54.647...           82   
3508  LINESTRING (-2.97917 54.63333, -2.98542 54.63958)           82   
3516  LINESTRING (-3.48333 54.62917, -3.47292 54.639...           82   
3547  LINESTRING (-3.31458 54.61458, -3.31458 54.622...           82   
3548  LINESTRING (-3.28333 54.61875, -3.29792 54.618...           82   
3549  LINESTRING (-2.98542 54.63958, -2.99375 54.631...           82   
3557  LINESTRING (-3.16875 54.61042, -3.17292 54.610...           82   
3576  LINESTRING (-3.14792 54.59792, -3.15208 54.602...           82   
3577  LINESTRING (-3.14375 54.59792, -3.14792 54.59792)           82   
3578  LINESTRING (-3.06458 54.61458, -3.07292 54.614...           82   
3599  LINESTRING (-3.44375 54.57917, -3.44375 54.585...           82   
3600  LINESTRING (-3.31875 54.58125, -3.31875 54.585...           82   
3618  LINESTRING (-3.34167 54.57708, -3.33125 54.577...           82   
3631  LINESTRING (-3.19167 54.56250, -3.18542 54.568...           82   
3637  LINESTRING (-3.13958 54.55833, -3.13958 54.589...           82   
3686  LINESTRING (-3.15208 54.53125, -3.15208 54.535...           82   
3699  LINESTRING (-3.25000 54.52292, -3.25625 54.522...           82   
3700  LINESTRING (-3.05208 54.52083, -3.05208 54.527...           82   
3720  LINESTRING (-3.16875 54.50417, -3.16875 54.510...           82   
3739  LINESTRING (-3.12708 54.49583, -3.12708 54.502...           82   

      BASIN_ID  AREA_SQKM  
3424     88164      682.8  
3437     88164      682.8  
3452     88164      682.8  
3457     88164      682.8  
3458     88164      682.8  
3459     88164      682.8  
3460     88164      682.8  
3461     88164      682.8  
3471     88164      682.8  
3493     88164      682.8  
3502     88164      682.8  
3508     88164      682.8  
3516     88164      682.8  
3547     88164      682.8  
3548     88164      682.8  
3549     88164      682.8  
3557     88164      682.8  
3576     88164      682.8  
3577     88164      682.8  
3578     88164      682.8  
3599     88164      682.8  
3600     88164      682.8  
3618     88164      682.8  
3631     88164      682.8  
3637     88164      682.8  
3686     88164      682.8  
3699     88164      682.8  
3700     88164      682.8  
3720     88164      682.8  
3739     88164      682.8  ",POINT (-3.1625833333337603 54.60841666666624),508.09022443069364,74.0,7.0,7.0
197,197,1067,BLENCATHRA,blencathra,cumbria,54.62,-3.08,250,2010,2020,POINT (-3.08 54.62),88164,1,"      index  ARCID  UP_CELLS  \
3424   3424  68150       116   
3437   3437  68334      3032   
3452   3452  68460       185   
3457   3457  68540      4461   
3458   3458  68541      3256   
3459   3459  68542       166   
3460   3460  68543      2750   
3461   3461  68544       264   
3471   3471  68617      4740   
3493   3493  68789       545   
3502   3502  68909       150   
3508   3508  68977       111   
3516   3516  69033       121   
3547   3547  69268      1028   
3548   3548  69269       153   
3549   3549  69270       547   
3557   3557  69327      2466   
3576   3576  69495      1961   
3577   3577  69496      1387   
3578   3578  69497      1189   
3599   3599  69717       416   
3600   3600  69718       652   
3618   3618  69857       196   
3631   3631  69970       209   
3637   3637  70031       190   
3686   3686  70493       471   
3699   3699  70607       366   
3700   3700  70608       395   
3720   3720  70844       180   
3739   3739  70987       187   

                                               geometry  index_right  \
3424  LINESTRING (-3.28750 54.70417, -3.29375 54.697...           82   
3437  LINESTRING (-3.23958 54.67708, -3.25208 54.689...           82   
3452  LINESTRING (-3.40417 54.67917, -3.41042 54.672...           82   
3457  LINESTRING (-3.36458 54.66458, -3.36875 54.664...           82   
3458  LINESTRING (-3.30208 54.68958, -3.32708 54.689...           82   
3459  LINESTRING (-3.27500 54.66458, -3.25208 54.664...           82   
3460  LINESTRING (-3.22708 54.66458, -3.23958 54.67708)           82   
3461  LINESTRING (-3.17917 54.68750, -3.18542 54.681...           82   
3471  LINESTRING (-3.41042 54.66875, -3.42708 54.668...           82   
3493  LINESTRING (-3.46458 54.64792, -3.46042 54.652...           82   
3502  LINESTRING (-2.98333 54.65417, -2.98958 54.647...           82   
3508  LINESTRING (-2.97917 54.63333, -2.98542 54.63958)           82   
3516  LINESTRING (-3.48333 54.62917, -3.47292 54.639...           82   
3547  LINESTRING (-3.31458 54.61458, -3.31458 54.622...           82   
3548  LINESTRING (-3.28333 54.61875, -3.29792 54.618...           82   
3549  LINESTRING (-2.98542 54.63958, -2.99375 54.631...           82   
3557  LINESTRING (-3.16875 54.61042, -3.17292 54.610...           82   
3576  LINESTRING (-3.14792 54.59792, -3.15208 54.602...           82   
3577  LINESTRING (-3.14375 54.59792, -3.14792 54.59792)           82   
3578  LINESTRING (-3.06458 54.61458, -3.07292 54.614...           82   
3599  LINESTRING (-3.44375 54.57917, -3.44375 54.585...           82   
3600  LINESTRING (-3.31875 54.58125, -3.31875 54.585...           82   
3618  LINESTRING (-3.34167 54.57708, -3.33125 54.577...           82   
3631  LINESTRING (-3.19167 54.56250, -3.18542 54.568...           82   
3637  LINESTRING (-3.13958 54.55833, -3.13958 54.589...           82   
3686  LINESTRING (-3.15208 54.53125, -3.15208 54.535...           82   
3699  LINESTRING (-3.25000 54.52292, -3.25625 54.522...           82   
3700  LINESTRING (-3.05208 54.52083, -3.05208 54.527...           82   
3720  LINESTRING (-3.16875 54.50417, -3.16875 54.510...           82   
3739  LINESTRING (-3.12708 54.49583, -3.12708 54.502...           82   

      BASIN_ID  AREA_SQKM  
3424     88164      682.8  
3437     88164      682.8  
3452     88164      682.8  
3457     88164      682.8  
3458     88164      682.8  
3459     88164      682.8  
3460     88164      682.8  
3461     88164      682.8  
3471     88164      682.8  
3493     88164      682.8  
3502     88164      682.8  
3508     88164      682.8  
3516     88164      682.8  
3547     88164      682.8  
3548     88164      682.8  
3549     88164      682.8  
3557     88164      682.8  
3576     88164      682.8  
3577     88164      682.8  
3578     88164      682.8  
3599     88164      682.8  
3600     88164      682.8  
3618     88164      682.8  
3631     88164      682.8  
3637     88164      682.8  
3686     88164      682.8  
3699     88164      682.8  
3700     88164      682.8  
3720     88164      682.8  
3739     88164      682.8  ",POINT (-3.0854166666668412 54.61458333333265),492.8506770330711,140.0,110.0,110.0
198,198,19203,BRIDGEFOOT,bridgefoot,cumbria,54.649,-3.459,49,2010,2020,POINT (-3.459 54.649),88164,1,"      index  ARCID  UP_CELLS  \
3424   3424  68150       116   
3437   3437  68334      3032   
3452   3452  68460       185   
3457   3457  68540      4461   
3458   3458  68541      3256   
3459   3459  68542       166   
3460   3460  68543      2750   
3461   3461  68544       264   
3471   3471  68617      4740   
3493   3493  68789       545   
3502   3502  68909       150   
3508   3508  68977       111   
3516   3516  69033       121   
3547   3547  69268      1028   
3548   3548  69269       153   
3549   3549  69270       547   
3557   3557  69327      2466   
3576   3576  69495      1961   
3577   3577  69496      1387   
3578   3578  69497      1189   
3599   3599  69717       416   
3600   3600  69718       652   
3618   3618  69857       196   
3631   3631  69970       209   
3637   3637  70031       190   
3686   3686  70493       471   
3699   3699  70607       366   
3700   3700  70608       395   
3720   3720  70844       180   
3739   3739  70987       187   

                                               geometry  index_right  \
3424  LINESTRING (-3.28750 54.70417, -3.29375 54.697...           82   
3437  LINESTRING (-3.23958 54.67708, -3.25208 54.689...           82   
3452  LINESTRING (-3.40417 54.67917, -3.41042 54.672...           82   
3457  LINESTRING (-3.36458 54.66458, -3.36875 54.664...           82   
3458  LINESTRING (-3.30208 54.68958, -3.32708 54.689...           82   
3459  LINESTRING (-3.27500 54.66458, -3.25208 54.664...           82   
3460  LINESTRING (-3.22708 54.66458, -3.23958 54.67708)           82   
3461  LINESTRING (-3.17917 54.68750, -3.18542 54.681...           82   
3471  LINESTRING (-3.41042 54.66875, -3.42708 54.668...           82   
3493  LINESTRING (-3.46458 54.64792, -3.46042 54.652...           82   
3502  LINESTRING (-2.98333 54.65417, -2.98958 54.647...           82   
3508  LINESTRING (-2.97917 54.63333, -2.98542 54.63958)           82   
3516  LINESTRING (-3.48333 54.62917, -3.47292 54.639...           82   
3547  LINESTRING (-3.31458 54.61458, -3.31458 54.622...           82   
3548  LINESTRING (-3.28333 54.61875, -3.29792 54.618...           82   
3549  LINESTRING (-2.98542 54.63958, -2.99375 54.631...           82   
3557  LINESTRING (-3.16875 54.61042, -3.17292 54.610...           82   
3576  LINESTRING (-3.14792 54.59792, -3.15208 54.602...           82   
3577  LINESTRING (-3.14375 54.59792, -3.14792 54.59792)           82   
3578  LINESTRING (-3.06458 54.61458, -3.07292 54.614...           82   
3599  LINESTRING (-3.44375 54.57917, -3.44375 54.585...           82   
3600  LINESTRING (-3.31875 54.58125, -3.31875 54.585...           82   
3618  LINESTRING (-3.34167 54.57708, -3.33125 54.577...           82   
3631  LINESTRING (-3.19167 54.56250, -3.18542 54.568...           82   
3637  LINESTRING (-3.13958 54.55833, -3.13958 54.589...           82   
3686  LINESTRING (-3.15208 54.53125, -3.15208 54.535...           82   
3699  LINESTRING (-3.25000 54.52292, -3.25625 54.522...           82   
3700  LINESTRING (-3.05208 54.52083, -3.05208 54.527...           82   
3720  LINESTRING (-3.16875 54.50417, -3.16875 54.510...           82   
3739  LINESTRING (-3.12708 54.49583, -3.12708 54.502...           82   

      BASIN_ID  AREA_SQKM  
3424     88164      682.8  
3437     88164      682.8  
3452     88164      682.8  
3457     88164      682.8  
3458     88164      682.8  
3459     88164      682.8  
3460     88164      682.8  
3461     88164      682.8  
3471     88164      682.8  
3493     88164      682.8  
3502     88164      682.8  
3508     88164      682.8  
3516     88164      682.8  
3547     88164      682.8  
3548     88164      682.8  
3549     88164      682.8  
3557     88164      682.8  
3576     88164      682.8  
3577     88164      682.8  
3578     88164      682.8  
3599     88164      682.8  
3600     88164      682.8  
3618     88164      682.8  
3631     88164      682.8  
3637     88164      682.8  
3686     88164      682.8  
3699     88164      682.8  
3700     88164      682.8  
3720     88164      682.8  
3739     88164      682.8  ",POINT (-3.460250000000429 54.64774999999957),113.65369346573812,50.0,-1.0,1.0
199,199,1070,CARLISLE,carlisle,cumbria,54.934,-2.964,28,1961,2020,POINT (-2.964 54.934),80789,1,"      index  ARCID  UP_CELLS  \
3036   3036  64186       411   
3037   3037  64187      1409   
3038   3038  64188      1254   
3062   3062  64362       239   
3063   3063  64363      1884   
...     ...    ...       ...   
3736   3736  70924       638   
3740   3740  70988       330   
3761   3761  71176       196   
3837   3837  72094       411   
3883   3883  72520       616   

                                               geometry  index_right  \
3036  LINESTRING (-2.61250 55.02500, -2.61875 55.018...           74   
3037  LINESTRING (-2.71458 54.96458, -2.73958 54.96458)           74   
3038  LINESTRING (-2.59167 55.10208, -2.58542 55.102...           74   
3062  LINESTRING (-2.72083 55.01458, -2.72708 55.014...           74   
3063  LINESTRING (-2.73958 54.96458, -2.74375 54.960...           74   
...                                                 ...          ...   
3736  LINESTRING (-2.29375 54.50625, -2.32292 54.506...           74   
3740  LINESTRING (-2.81042 54.49583, -2.81042 54.502...           74   
3761  LINESTRING (-2.24167 54.48333, -2.25208 54.493...           74   
3837  LINESTRING (-2.40417 54.42083, -2.41042 54.427...           74   
3883  LINESTRING (-2.33542 54.39167, -2.33542 54.397...           74   

      BASIN_ID  AREA_SQKM  
3036     80789     2332.4  
3037     80789     2332.4  
3038     80789     2332.4  
3062     80789     2332.4  
3063     80789     2332.4  
...        ...        ...  
3736     80789     2332.4  
3740     80789     2332.4  
3761     80789     2332.4  
3837     80789     2332.4  
3883     80789     2332.4  

[91 rows x 7 columns]",POINT (-2.9802500000004377 54.91774999999957),1467.1194810571405,9.0,19.0,19.0
200,200,1073,NEWTON RIGG,newton-rigg,cumbria,54.67,-2.788,169,2010,2020,POINT (-2.788 54.67),80789,1,"      index  ARCID  UP_CELLS  \
3036   3036  64186       411   
3037   3037  64187      1409   
3038   3038  64188      1254   
3062   3062  64362       239   
3063   3063  64363      1884   
...     ...    ...       ...   
3736   3736  70924       638   
3740   3740  70988       330   
3761   3761  71176       196   
3837   3837  72094       411   
3883   3883  72520       616   

                                               geometry  index_right  \
3036  LINESTRING (-2.61250 55.02500, -2.61875 55.018...           74   
3037  LINESTRING (-2.71458 54.96458, -2.73958 54.96458)           74   
3038  LINESTRING (-2.59167 55.10208, -2.58542 55.102...           74   
3062  LINESTRING (-2.72083 55.01458, -2.72708 55.014...           74   
3063  LINESTRING (-2.73958 54.96458, -2.74375 54.960...           74   
...                                                 ...          ...   
3736  LINESTRING (-2.29375 54.50625, -2.32292 54.506...           74   
3740  LINESTRING (-2.81042 54.49583, -2.81042 54.502...           74   
3761  LINESTRING (-2.24167 54.48333, -2.25208 54.493...           74   
3837  LINESTRING (-2.40417 54.42083, -2.41042 54.427...           74   
3883  LINESTRING (-2.33542 54.39167, -2.33542 54.397...           74   

      BASIN_ID  AREA_SQKM  
3036     80789     2332.4  
3037     80789     2332.4  
3038     80789     2332.4  
3062     80789     2332.4  
3063     80789     2332.4  
...        ...        ...  
3736     80789     2332.4  
3740     80789     2332.4  
3761     80789     2332.4  
3837     80789     2332.4  
3883     80789     2332.4  

[91 rows x 7 columns]",POINT (-2.797916666666847 54.68124999999932),963.6769583076953,158.0,11.0,11.0
201,201,1074,WARCOP RANGE,warcop-range,cumbria,54.572,-2.413,227,1992,2020,POINT (-2.413 54.572),80789,1,"      index  ARCID  UP_CELLS  \
3036   3036  64186       411   
3037   3037  64187      1409   
3038   3038  64188      1254   
3062   3062  64362       239   
3063   3063  64363      1884   
...     ...    ...       ...   
3736   3736  70924       638   
3740   3740  70988       330   
3761   3761  71176       196   
3837   3837  72094       411   
3883   3883  72520       616   

                                               geometry  index_right  \
3036  LINESTRING (-2.61250 55.02500, -2.61875 55.018...           74   
3037  LINESTRING (-2.71458 54.96458, -2.73958 54.96458)           74   
3038  LINESTRING (-2.59167 55.10208, -2.58542 55.102...           74   
3062  LINESTRING (-2.72083 55.01458, -2.72708 55.014...           74   
3063  LINESTRING (-2.73958 54.96458, -2.74375 54.960...           74   
...                                                 ...          ...   
3736  LINESTRING (-2.29375 54.50625, -2.32292 54.506...           74   
3740  LINESTRING (-2.81042 54.49583, -2.81042 54.502...           74   
3761  LINESTRING (-2.24167 54.48333, -2.25208 54.493...           74   
3837  LINESTRING (-2.40417 54.42083, -2.41042 54.427...           74   
3883  LINESTRING (-2.33542 54.39167, -2.33542 54.397...           74   

      BASIN_ID  AREA_SQKM  
3036     80789     2332.4  
3037     80789     2332.4  
3038     80789     2332.4  
3062     80789     2332.4  
3063     80789     2332.4  
...        ...        ...  
3736     80789     2332.4  
3740     80789     2332.4  
3761     80789     2332.4  
3837     80789     2332.4  
3883     80789     2332.4  

[91 rows x 7 columns]",POINT (-2.413 54.581249999999315),595.8293191684638,238.0,-11.0,11.0
202,202,1076,SPADEADAM NO 2,spadeadam-no-2,cumbria,55.05,-2.554,285,1992,2020,POINT (-2.554 55.05),80789,4,"      index  ARCID  UP_CELLS  \
3036   3036  64186       411   
3037   3037  64187      1409   
3038   3038  64188      1254   
3062   3062  64362       239   
3063   3063  64363      1884   
...     ...    ...       ...   
3736   3736  70924       638   
3740   3740  70988       330   
3761   3761  71176       196   
3837   3837  72094       411   
3883   3883  72520       616   

                                               geometry  index_right  \
3036  LINESTRING (-2.61250 55.02500, -2.61875 55.018...           74   
3037  LINESTRING (-2.71458 54.96458, -2.73958 54.96458)           74   
3038  LINESTRING (-2.59167 55.10208, -2.58542 55.102...           74   
3062  LINESTRING (-2.72083 55.01458, -2.72708 55.014...           74   
3063  LINESTRING (-2.73958 54.96458, -2.74375 54.960...           74   
...                                                 ...          ...   
3736  LINESTRING (-2.29375 54.50625, -2.32292 54.506...           74   
3740  LINESTRING (-2.81042 54.49583, -2.81042 54.502...           74   
3761  LINESTRING (-2.24167 54.48333, -2.25208 54.493...           74   
3837  LINESTRING (-2.40417 54.42083, -2.41042 54.427...           74   
3883  LINESTRING (-2.33542 54.39167, -2.33542 54.397...           74   

      BASIN_ID  AREA_SQKM  
3036     80789     2332.4  
3037     80789     2332.4  
3038     80789     2332.4  
3062     80789     2332.4  
3063     80789     2332.4  
...        ...        ...  
3736     80789     2332.4  
3740     80789     2332.4  
3761     80789     2332.4  
3837     80789     2332.4  
3883     80789     2332.4  

[91 rows x 7 columns]",POINT (-2.543750000000184 55.02708333333264),1598.0612254632838,199.0,86.0,86.0
203,203,1083,SHAP,shap,cumbria,54.502,-2.685,252,1992,2020,POINT (-2.685 54.502),80789,1,"      index  ARCID  UP_CELLS  \
3036   3036  64186       411   
3037   3037  64187      1409   
3038   3038  64188      1254   
3062   3062  64362       239   
3063   3063  64363      1884   
...     ...    ...       ...   
3736   3736  70924       638   
3740   3740  70988       330   
3761   3761  71176       196   
3837   3837  72094       411   
3883   3883  72520       616   

                                               geometry  index_right  \
3036  LINESTRING (-2.61250 55.02500, -2.61875 55.018...           74   
3037  LINESTRING (-2.71458 54.96458, -2.73958 54.96458)           74   
3038  LINESTRING (-2.59167 55.10208, -2.58542 55.102...           74   
3062  LINESTRING (-2.72083 55.01458, -2.72708 55.014...           74   
3063  LINESTRING (-2.73958 54.96458, -2.74375 54.960...           74   
...                                                 ...          ...   
3736  LINESTRING (-2.29375 54.50625, -2.32292 54.506...           74   
3740  LINESTRING (-2.81042 54.49583, -2.81042 54.502...           74   
3761  LINESTRING (-2.24167 54.48333, -2.25208 54.493...           74   
3837  LINESTRING (-2.40417 54.42083, -2.41042 54.427...           74   
3883  LINESTRING (-2.33542 54.39167, -2.33542 54.397...           74   

      BASIN_ID  AREA_SQKM  
3036     80789     2332.4  
3037     80789     2332.4  
3038     80789     2332.4  
3062     80789     2332.4  
3063     80789     2332.4  
...        ...        ...  
3736     80789     2332.4  
3740     80789     2332.4  
3761     80789     2332.4  
3837     80789     2332.4  
3883     80789     2332.4  

[91 rows x 7 columns]",POINT (-2.6852499999997486 54.50224999999975),22.812875029414798,252.0,0.0,0.0
204,204,25618,BRAMPTON NO 3,brampton-no-3,cumbria,54.935,-2.735,117,2001,2020,POINT (-2.735 54.935),80789,1,"      index  ARCID  UP_CELLS  \
3036   3036  64186       411   
3037   3037  64187      1409   
3038   3038  64188      1254   
3062   3062  64362       239   
3063   3063  64363      1884   
...     ...    ...       ...   
3736   3736  70924       638   
3740   3740  70988       330   
3761   3761  71176       196   
3837   3837  72094       411   
3883   3883  72520       616   

                                               geometry  index_right  \
3036  LINESTRING (-2.61250 55.02500, -2.61875 55.018...           74   
3037  LINESTRING (-2.71458 54.96458, -2.73958 54.96458)           74   
3038  LINESTRING (-2.59167 55.10208, -2.58542 55.102...           74   
3062  LINESTRING (-2.72083 55.01458, -2.72708 55.014...           74   
3063  LINESTRING (-2.73958 54.96458, -2.74375 54.960...           74   
...                                                 ...          ...   
3736  LINESTRING (-2.29375 54.50625, -2.32292 54.506...           74   
3740  LINESTRING (-2.81042 54.49583, -2.81042 54.502...           74   
3761  LINESTRING (-2.24167 54.48333, -2.25208 54.493...           74   
3837  LINESTRING (-2.40417 54.42083, -2.41042 54.427...           74   
3883  LINESTRING (-2.33542 54.39167, -2.33542 54.397...           74   

      BASIN_ID  AREA_SQKM  
3036     80789     2332.4  
3037     80789     2332.4  
3038     80789     2332.4  
3062     80789     2332.4  
3063     80789     2332.4  
...        ...        ...  
3736     80789     2332.4  
3740     80789     2332.4  
3761     80789     2332.4  
3837     80789     2332.4  
3883     80789     2332.4  

[91 rows x 7 columns]",POINT (-2.7437500000001798 54.92291666666598),952.3993552950075,83.0,34.0,34.0
205,205,62037,MAULDS MEABURN,maulds-meaburn,cumbria,54.538,-2.582,183,2015,2020,POINT (-2.582 54.538),80789,1,"      index  ARCID  UP_CELLS  \
3036   3036  64186       411   
3037   3037  64187      1409   
3038   3038  64188      1254   
3062   3062  64362       239   
3063   3063  64363      1884   
...     ...    ...       ...   
3736   3736  70924       638   
3740   3740  70988       330   
3761   3761  71176       196   
3837   3837  72094       411   
3883   3883  72520       616   

                                               geometry  index_right  \
3036  LINESTRING (-2.61250 55.02500, -2.61875 55.018...           74   
3037  LINESTRING (-2.71458 54.96458, -2.73958 54.96458)           74   
3038  LINESTRING (-2.59167 55.10208, -2.58542 55.102...           74   
3062  LINESTRING (-2.72083 55.01458, -2.72708 55.014...           74   
3063  LINESTRING (-2.73958 54.96458, -2.74375 54.960...           74   
...                                                 ...          ...   
3736  LINESTRING (-2.29375 54.50625, -2.32292 54.506...           74   
3740  LINESTRING (-2.81042 54.49583, -2.81042 54.502...           74   
3761  LINESTRING (-2.24167 54.48333, -2.25208 54.493...           74   
3837  LINESTRING (-2.40417 54.42083, -2.41042 54.427...           74   
3883  LINESTRING (-2.33542 54.39167, -2.33542 54.397...           74   

      BASIN_ID  AREA_SQKM  
3036     80789     2332.4  
3037     80789     2332.4  
3038     80789     2332.4  
3062     80789     2332.4  
3063     80789     2332.4  
...        ...        ...  
3736     80789     2332.4  
3740     80789     2332.4  
3761     80789     2332.4  
3837     80789     2332.4  
3883     80789     2332.4  

[91 rows x 7 columns]",POINT (-2.5787500000004338 54.541249999999565),296.3060604989517,173.0,10.0,10.0
206,206,1078,WALNEY ISLAND,walney-island,cumbria,54.125,-3.258,15,1992,2020,POINT (-3.258 54.125),100032,1,,,,,,
207,207,1080,LEVENS HALL,levens-hall,cumbria,54.259,-2.778,7,2010,2020,POINT (-2.778 54.259),97882,1,"      index  ARCID  UP_CELLS  \
3909   3909  72779       137   
3910   3910  72780       301   
3928   3928  72953       245   
3929   3929  72954       199   
3950   3950  73228       613   
3951   3951  73229       299   
3963   3963  73359       933   
3964   3964  73360       540   
4021   4021  73954       160   
4022   4022  73955       178   
4117   4117  74699       484   
4125   4125  74765      1789   
4133   4133  74840      2278   

                                               geometry  index_right  \
3909  LINESTRING (-2.85417 54.38125, -2.84375 54.381...           93   
3910  LINESTRING (-2.83750 54.44583, -2.83125 54.439...           93   
3928  LINESTRING (-2.70417 54.40417, -2.69792 54.397...           93   
3929  LINESTRING (-2.65833 54.37083, -2.66458 54.364...           93   
3950  LINESTRING (-2.81458 54.37708, -2.81042 54.372...           93   
3951  LINESTRING (-2.78750 54.43333, -2.76042 54.406...           93   
3963  LINESTRING (-2.75208 54.34792, -2.74375 54.339...           93   
3964  LINESTRING (-2.67708 54.36458, -2.68125 54.360...           93   
4021  LINESTRING (-2.85833 54.31250, -2.84792 54.302...           93   
4022  LINESTRING (-2.82292 54.32083, -2.82292 54.310...           93   
4117  LINESTRING (-2.81875 54.30208, -2.81875 54.297...           93   
4125  LINESTRING (-2.73958 54.33958, -2.73958 54.335...           93   
4133  LINESTRING (-2.79792 54.25208, -2.80208 54.247...           93   

      BASIN_ID  AREA_SQKM  
3909     97882      285.4  
3910     97882      285.4  
3928     97882      285.4  
3929     97882      285.4  
3950     97882      285.4  
3951     97882      285.4  
3963     97882      285.4  
3964     97882      285.4  
4021     97882      285.4  
4022     97882      285.4  
4117     97882      285.4  
4125     97882      285.4  
4133     97882      285.4  ",POINT (-2.7761666666664158 54.257166666666414),168.287694330066,13.0,-6.0,6.0
208,208,1090,"BLACKPOOL, SQUIRES GATE",blackpool-squires-gate,lancashire,53.775,-3.038,10,1957,2020,POINT (-3.038 53.775),106224,1,,,,,,
209,209,1111,"PRESTON, MOOR PARK",preston-moor-park,lancashire,53.774,-2.705,33,2009,2020,POINT (-2.705 53.774),106774,1,"      index  ARCID  UP_CELLS  \
4264   4264  75860       256   
4265   4265  75861       113   
4340   4340  76547       510   
4341   4341  76548       105   
4420   4420  77203       700   
...     ...    ...       ...   
5391   5391  86234       198   
5456   5456  86845       242   
5474   5474  87055      1288   
5479   5479  87124       119   
5489   5489  87204       679   

                                               geometry  index_right  \
4264  LINESTRING (-2.33542 54.20833, -2.33542 54.202...          105   
4265  LINESTRING (-2.31875 54.19583, -2.31875 54.18125)          105   
4340  LINESTRING (-2.31875 54.18125, -2.31458 54.177...          105   
4341  LINESTRING (-2.28750 54.14583, -2.29375 54.13958)          105   
4420  LINESTRING (-2.29375 54.13958, -2.29375 54.135...          105   
...                                                 ...          ...   
5391  LINESTRING (-2.84583 53.58333, -2.83958 53.589...          105   
5456  LINESTRING (-2.77917 53.55000, -2.78542 53.556...          105   
5474  LINESTRING (-2.64375 53.53958, -2.65208 53.547...          105   
5479  LINESTRING (-2.65417 53.53542, -2.64792 53.535...          105   
5489  LINESTRING (-2.57708 53.59792, -2.58958 53.610...          105   

      BASIN_ID  AREA_SQKM  
4264    106774     1899.6  
4265    106774     1899.6  
4340    106774     1899.6  
4341    106774     1899.6  
4420    106774     1899.6  
...        ...        ...  
5391    106774     1899.6  
5456    106774     1899.6  
5474    106774     1899.6  
5479    106774     1899.6  
5489    106774     1899.6  

[85 rows x 7 columns]",POINT (-2.7125000000001815 53.77708333333266),532.5124894368589,27.0,6.0,6.0
